"id","name","location","address","tier_id","type_id","phone_number","state","type","products"
"2013","EYEMASTERS LIMITED (AJAH","","1YemiSuaraStreet,byGracelandEstate,OgomboRoad, AbrahamAdesanya,Ajah,Lagos.","3","4","08179714143, 07073604486","[object Object]","[object Object]","3012,98,97"
"2014","EYEMASTERS LIMITED  ( AGUNGI CLINIC)","","17 Agungi AjiranRoad,Opposite Baale's Palace, OffLekki-Epe Expressway,Agungi, Lekki,Lagos","3","4","07069598925","[object Object]","[object Object]","97,98,3012"
"2015","EYEMASTERS LIMITED (LEKKI 2)","","Ashley's Place Mall Orchid Rd, Lekki Penninsula 11 Lekki Epe Expressway","3","4","07060830769, :08136832251,08147201169","[object Object]","[object Object]","3012,98,97"
"2016","EYEMASTERS LIMITED( PALMGROVECLINIC)","","208, Ikorodu Road by Palmgrove Bus-Stop,Somolu,Lagos","3","4","08147201168,","[object Object]","[object Object]","97,98,3012"
"2017","EYEMASTERS LIMITED ( ISOLO CLINIC)","","73, Isolo-Mushin Road, beside Gaza supermarket, Isolo bus-stop, Lagos.","3","4","09166925557","[object Object]","[object Object]","3012,98,97"
"2018","EYEMASTERS LIMITED ( ALABA CLINIC)","","Ichida Mall,126B Alaba International Road,Off Sony Bus-Stop","3","4","08030412880","[object Object]","[object Object]","97,98,3012"
"2019","EYEMASTERS LIMITED-OTA(SANGO-OTA):","","162 Idiroko road, Oju-ore, Sango-ota, Ota, Ogun state","3","4","08101449630","[object Object]","[object Object]","3012,98,97"
"2020","EYEMASTERS LIMITED - ASABA","","Independence Mall, Plot 2, phase 4,Okpanam road,by Villa Tuscana Hotels, Asaba, DeltaState.","3","4","08061639251, 08060742036","[object Object]","[object Object]","97,98,3012"
"2021","STERLING DENTAL CLINIC Woji","","18 Chief Tony Chukwu Street Off Alcon Road Off Circular Road  Woji Port Harcourt.","3","3","08036122239, 09041458864","[object Object]","[object Object]","3012,98,97"
"2022","STERLING DENTAL CLINICS -ELEKAHIA","","26 Stadium Road, Elekahia, Port Harcourt","3","3","08036122239","[object Object]","[object Object]","97,98,3012"
"2024","STERLING DENTAL CLINICS- BENIN CITY","","Plots 11/12 Jos-Bazuaye Layout, Erediauwa, Benin City","3","3","08036122239","[object Object]","[object Object]","3012,98,97"
"2025","ST DOMINIC'S HOSPITAL","","Obetiti Nguru Aboh Mbaise","4","1","08109918893","[object Object]","[object Object]","97,3012,98,96"
"2026","TRUST CHARITOS HOSPITAL","","PLOT 879/880 IDRIS IBRAHIM CRESCENT, OFF OBAFEMI AWOLOWO WAY, JABI","3","1","08184865344, 08184868334, 08035127731","[object Object]","[object Object]","98,97,3012"
"2027","ST JOSEPH MEDICAL SERVICES","","EEZIALA ENYIOGUGU, ABOH  MBAISE","4","1","8037095331","[object Object]","[object Object]","98,3012,96,97"
"2028","ABBOTT DENTAL CLINIC","","18, DAMATURU ROAD, BIU BORNO STATE","4","3","08038103132","[object Object]","[object Object]","97,3012,98,96"
"2031","CHARLES HEALTHCARE","","NO 2, ALIYU SARDAUNA ST., BETWEEN OLD NTA AND UNION BANK, SULEJA, NIGER STATE.","4","1","08038765159","[object Object]","[object Object]","96,3012,97,98"
"2032","FAMILY DENTAL CLINIC","Jalingo","Opposite NNPC Mega Filling Station, Mile six road, Jalingo","3","3","+2347032113918","[object Object]","[object Object]","3012,98,97"
"2033","MICHY EYE CLINIC","","suite 1 powa complex, beside police clinic, lafia, nasarawa state.","3","4","08036238392","[object Object]","[object Object]","97,3012,98"
"2034","MOJILLA HOSPITAL LIMITED","","BESIDE UCHE STEPHEN STREET,ASO ROAD,KARU LGA,NASARAWA STATE","4","1","08033343493,08154545699","[object Object]","[object Object]","97,3012,96,98"
"2036","TEEKAY HOSPITAL","","No5 Musa kwajafa street off Yaro College Road, Suleja.","4","1","07035734814/08051685185","[object Object]","[object Object]","98,3012,97,96"
"2038","AREWA HOSPITAL AND MATERNITY","","PARK ROAD, GUSAU","4","1","08065745495","[object Object]","[object Object]","96,3012,98,97"
"2041","GRIMARD CATHOLIC HOSPITAL","","ANYIGBA","4","1","08067546449","[object Object]","[object Object]","97,3012,96,98"
"2042","KINGSROSE SPECIALIST DENTAL CLINIC","","Shop 5, Grace and Glory Shopping Centre,  Abacha Road, Mararaba Opposite Juvacy Hotel","3","3","08166866735, 08116671492","[object Object]","[object Object]","3012,98,97"
"2043","SMILE-ON SPECIALIST DENTAL CLINIC","","A300, AGY Plaza, Abubakar Burger Way, Keffi, Nasarawa State (Landmark; Opposite Keffi main garage)","3","3","8137856439","[object Object]","[object Object]","97,98,3012"
"2044","MADI MEMORIAL HOSPITAL - DENTAL CLINIC","","Opposite tumfure police station Gombe.","3","3","08035370500","[object Object]","[object Object]","3012,98,97"
"2045","NEIGHBOUR MULTICARE HOSPITAL AND WOMEN WELFARE CENTRE","","HOSPITAL ROAD, BY IHENE CITY GATE, OFF ANYIGBA-LOKOJA ROAD, ANYIGBA","4","1","8111543527","[object Object]","[object Object]","97,3012,98,96"
"2046","WHYTE DENTAL CLINIC","","No 1, Garba Muhammed Road, Rungin Sambo, Dandima, Sokoto.","3","3","08060360060, 08052423853, 08174315675","[object Object]","[object Object]","98,97,3012"
"2047","VISION CRAFT EYE CLINIC","","4, Adeola Odeku Street. Victoria Island, Lagos.","4","4","08087472321, 07048294910","[object Object]","[object Object]","98,3012,96,97"
"2048","ALKHAIR HOSPITAL","","Number YC Flat 2 Gida Dubu opposite Federal university, DUTSE","4","1","08034997097","[object Object]","[object Object]","97,3012,98,96"
"2050","Sunshine Family Medicine and Psychotherapy Clinic","","Room 217A, Block A, 2nd Floor DIFF Medical Centre Ltd Plot 1195 Cadastral Zone B18, Sector Centre D Gudu District, Abuja.","3","15","08062074414","[object Object]","[object Object]","98,97,3012"
"2051","DON DENTAL","","27, Ribadu Road off Awolowo Road by Norman William Street, S/W. Ikoyi, Lagos.","3","3","08145630354, 08086240785, 08023071892","[object Object]","[object Object]","3012,98,97"
"2054","LIFEVILLE HOSPITAL","","32 ETOP OKOKO STREET, HOSTEL BUS STOP BUCKNOR ESTATE EJIGBO","3","1","08033352682","[object Object]","[object Object]","97,3012,98"
"2055","HEALING VIRTUES HOSPITAL","","21, ODUBAKIN STREET, ABULE-EGUN AREA OF IPAJA, LAGOS STATE","4","1","08086860905 ,  07033406997 , 08065600183","[object Object]","[object Object]","97,3012,96,98"
"2056","AGAPE MEDICAL CENTRE","Ikeja","16, ogunbiyi ilo street, Olude B/stop Ipaja, Lagos","4","1","tel:08075861931 ,08023039306,08038251636","[object Object]","[object Object]","98,3012,97,96"
"2057","COOL SMILE DENTAL CLINIC - MAKURDI","","No 87, Ankpa road, close to modern market junction, Makurdi, Benue State","3","3","07033709143","[object Object]","[object Object]","98,3012,97"
"2058","COOL SMILE DENTAL CLINIC - AKURE","","No 23c, Akure shopping mall(shoprite), Akure. Ondo State.","3","3","08051500951","[object Object]","[object Object]","97,98,3012"
"2059","OSBORN HOSPITAL","","10, Jumoke Eyitayo Street, by Effortswill School, Cele-Egbe,Ejigbo, Lagos State,","4","1","08086860905","[object Object]","[object Object]","98,97,3012,96"
"2061","REHOBOTH SPECIALIST HOSPITAL","","Second Gate of Phase II Estate, (opposite Harmony Schools) C/O P.O Box 293, Lokoja, Kogi state.","4","1","08162858734","[object Object]","[object Object]","96,3012,98,97"
"2062","CHARIS MEDICAL CENTRE","","63, Olorunkemi Street, Off Lady Lak, Bariga, Lagos.","4","1","08033021434","[object Object]","[object Object]","97,98,96,3012"
"2063","SANCTA MARIA CLINIC","","INDUSTRIAL LAYOUT ABAKPA OGOJA","4","1","08069468616, 09078148675","[object Object]","[object Object]","3012,96,97,98"
"2066","GMITE GYM","","HOUSE 5, F1 CLOSE (BESIDE IXORA SCHOOL; CLOSE TO UBA BANK) 1ST AVENUE, FHA ESTATE LUGBE, AIRPORT ROAD ABUJA","4","8","08033314727, 08039422361","[object Object]","[object Object]","98,97,3012,96"
"2067","SPECTRUM DENTAL SURGERY","","18 olatunde onimole street off Aguda Surulere","3","3","08020957948, 08023036416","[object Object]","[object Object]","3012,97,98"
"2068","LOZI-PRAISE VISION CARE AND OPTICAL SERVICES","","236, Ugbowo-Lagos Road, Benin City, Edo State","3","4","08023453265","[object Object]","[object Object]","98,3012,97"
"2069","ALPHONSO HOSPITAL","","18 ELELENWO-WOJI ROAD ELELENWO PORTHARCOURT","4","1","08099249657, 08032014035","[object Object]","[object Object]","97,3012,96,98"
"2070","PHYSICAL THERAPY CENTRE","","32, Adetokunbo Ademola Street  Victoria Island Lagos","4","5","08090582285, 07045773785","[object Object]","[object Object]","98,3012,97,96"
"2071","Kesona Eye Centre","Itire","121 Itire Road, Surulere, Lagos.","3","4","08057432289","[object Object]","[object Object]","98,3012,97"
"2072","Amanadel Dental clinic - Isolo","","1, lateef Aregbe Street, Grandmate Bus stop, Ago Palace Way, Okota, Isolo, Lagos.","3","3","09022449207","[object Object]","[object Object]","97,98,3012"
"2073","FAMILY CARE HOSPITAL","","NO 108 AIT/Elebele road, Opolo, Yenagoa, Bayelsa State.","4","1","08155000405, 0815-500-0884","[object Object]","[object Object]","98,97,3012,96"
"2074","ST MARY MOTHER OF MERCY HOSPITAL","","68 Ogbatai road Woji Portharcourt","4","1","09055651362","[object Object]","[object Object]","96,3012,98,97"
"2075","Amanadel Dental clinic- Ejigbo","","64, Ailegun road, Opposite New Romeo and Juliet, Ejigbo, Lagos state.","3","3","09022449207","[object Object]","[object Object]","97,3012,98"
"2076","PINECREST SPECIALIST HOSPITAL - ABUJA","","NO 4, DAN IYA STREET, BESIDE KARU INTL MARKET, KARU NASARAWA","4","1","08147621916, 07068807653","[object Object]","[object Object]","97,96,3012,98"
"2077","IMPROVISION CARE CENTRE","","8, Adelabu close, opposite custom training school off Mobolaji bank anthony way, Ikeja, Lagos.","3","4","08154475125, 08051117050, 08060027332, 08063403843","[object Object]","[object Object]","3012,98,97"
"2078","A-Harmony Hospital","","NO 10, Samuel Ekundayo RD, Near MOBIL filing station, BADAGRY Lagos State","4","1","08127895905","[object Object]","[object Object]","97,96,98,3012"
"2079","Frankcity Hospital","","27 Akinyemi Street, Igando, Lagos State","4","1","08038041973, 08065784495, 08091757727","[object Object]","[object Object]","3012,96,97,98"
"2080","Grace Hill Behavioral Health Service","","1 Patience Olukayode Crescent, Lakeview Estate, Off Raji  Rasaki Estate Road, Amuwo Odofin Lagos.","3","14","08029117580","[object Object]","[object Object]","3012,98,97"
"2081","LIFELINE HOSPITAL","","No 15, sokoto road sabo-oke Ilorin","4","1","0816 630 4647, 08063263080","[object Object]","[object Object]","97,98,96,3012"
"2082","Patol Medical Centre","",", 48, Molade/Swamp Street, By 1st and 2nd Benue, Off  Kirikiri Road, Olodi-Apapa, Lagos.","4","1","08023202308","[object Object]","[object Object]","3012,96,97,98"
"2083","INSIGHT EYE CLINIC","","OCEAN RISE HOUSE (CASH N CARRY ALLEN) IMMEDIATELY AFTER OSHOPEY PLAZA, 19, ALLEN AVENUE, IKEJA LAGOS","3","4","08033014583","[object Object]","[object Object]","3012,97,98"
"2084","LEGEND EYE CLINIC","","450 Ogui Road, Health Garde Plaza by China Town bus stop, Enugu State.","3","4","08175144148, 08053362658","[object Object]","[object Object]","98,3012,97"
"2086","PAN OJ EYE CLINIC","","68 MISSION ROAD BONNY ISLAND","3","4","08066769705","[object Object]","[object Object]","97,98,3012"
"2087","GARDENCITY SPECIALIST HOSPITAL","","NO 2, SULTAN ROAD UGWAN RIMI, GRA","4","1","08077062451","[object Object]","[object Object]","98,97,3012,96"
"2088","VICAR SPECIALIST HOSPITAL","","12 Vicar Hospital Road, Kabayi Mararaba, Karu LGA, Nasarawa State","4","1","08034510551, 08065404595","[object Object]","[object Object]","96,3012,98,97"
"2089","EagleVision Eye Care Centre","","PLOT 1 A BLOCK 124 T.F KUBOYE STREET,  ONIRU LEKKI , LAGOS","3","4","09090055448, 08118878849","[object Object]","[object Object]","97,3012,98"
"2090","Hopewell Hospital","","20, ONAYEMI ERINKITOLA CLOSE, BEHIND JANE NATH COLLEGE, OFF NBC ROAD, EBUTE, LAGOS","4","1","08137318063, 08025054681","[object Object]","[object Object]","97,96,3012,98"
"2092","OUR LADY OF NIGERIA CATHOLIC HOSPITAL","","Igbimidaka, Oghara Delta state","4","1","08132517060, 07031269219","[object Object]","[object Object]","98,96,97,3012"
"2093","BELLEVUE DENTAL CLINIC","","169, Adetokunbo Ademola Crescent, Wuse 2, Abuja","2","3","08091149418 | 08100540305","[object Object]","[object Object]","3012"
"2094","St Anthony's hospital and maternity","","No 33, Igbolomu Road, Ishawo Agric road, Ikorodu Lagos","4","1","08033161431","[object Object]","[object Object]","98,3012,96,97"
"2095","Amara Medicare- Dental, Sangotedo","","FF01 New  Era Mall, Fountain Springville Estate, Cardinal Okogie (Shoprite) Road, Sangotedo","3","3","08150376713, 09058439381, 08150376698","[object Object]","[object Object]","97,98,3012"
"2096","Amara Medicare- Optical , Sangotedo","","FF01 New  Era Mall, Fountain Springville Estate, Cardinal Okogie (Shoprite) Road, Sangotedo","3","4","08150376713, 09058439381, 08150376698","[object Object]","[object Object]","3012,98,97"
"2097","Prestige Dental clinic","","Dorcas Plaza, Beside M-Plus filling station, Quarry Road, Abeokuta.","3","3","08088180512","[object Object]","[object Object]","97,98,3012"
"2098","Primefort Hospital","","35c, Ajiran Road, Agungi Lekki, Lagos, Nigeria","3","1","09139941560","[object Object]","[object Object]","3012,98,97"
"2099","Framel Eye clinic and optical services","","Suite 20, Ultima shopping complex , opposite J close , 21Rd, FESTAC Town , Lagos","3","4","08033751150","[object Object]","[object Object]","97,98,3012"
"2100","Meridiem Eye Clinic","","270 Ikorodu road, Obanikoro, Lagos","3","4","08056276320","[object Object]","[object Object]","3012,98,97"
"2101","SUMAR SPECIALIST CLINICS","Farawa qtrs","Maiunguwa street Farawa Qtrs Opposite JAMB CBT centre Maiduguri road Kano.","4","1","08052680203, 08059010189","[object Object]","[object Object]","97,3012,98,96"
"2102","MONARCH HOSPITAL","","No 13 Ribadu Road U/Rimi Kaduna","4","1","07066265459,08063184090,08037142624","[object Object]","[object Object]","96,3012,97,98"
"2103","ABI HOSPITAL AND CLINIC","","BZ104 Ogori Road Sardauna Crescent Kaduna","4","1","09036619990","[object Object]","[object Object]","98,3012,96,97"
"2105","Marigold Hospital and Critical Care Centre","","12/14 Adeniyi Adefioye Street, Kilo, Surulere, Lagos.","2","1","08113552222","[object Object]","[object Object]","3012"
"2106","Genesis Fitness Gym","","KM 48 lekki epe express way lagos","3","8","07041489700","[object Object]","[object Object]","3012,97,98"
"2107","Bodyline Gym- Lekki","","7, Adenike will Ajibode street off chief Iyora street( street beside studio 24)","2","8","09070006263","[object Object]","[object Object]","3012"
"2108","Bodyline Gym- Festac","","Festival Hotel (Former Golden Tulip Hotel) same facility as Shoprite","3","8","08188880179","[object Object]","[object Object]","3012,98,97"
"2109","ULTIMATE SPECIALIST DENTAL CLINIC","Port Harcourt","NO 67, ROYAL AVENUE, OFF PETER ODILI, ABULOMA-OKURU LINK ROAD, PORT HARCOURT","3","3","09041458864,08036122239","[object Object]","[object Object]","97,98,3012"
"2110","Physio Centers of Africa - Gbagada","","ISN House, 143 Gbagada Expressway, Anthony, Lagos","2","5","09073016017","[object Object]","[object Object]","3012"
"2111","Physio Centers of Africa - VI","","Plot 1677, Olakunle Bakare Close, Off Sanusi Fafunwa, Victoria Island. Lagos","2","5","08130280496, 09073016018","[object Object]","[object Object]","3012"
"2112","Physio Centers of Africa-Asaba","","Ward E, Asaba Specialist Hospital, GRA Phase 1, Midwifery Road, Asaba, Delta State.","2","5","08122559597","[object Object]","[object Object]","3012"
"2113","Beulah Clinic and Diagnostic Centre","","Ula-Upata road, Ahoada","4","1","08035005783, 08037849126","[object Object]","[object Object]","98,97,3012,96"
"2114","Eldorado Unisex Salon","","9 IHERA Shopping Comple, Ijaiye Housing Estate, Off Oba Ogunji Road, Ogba","3","9","08172704583","[object Object]","[object Object]","97,98,3012"
"2115","Danzel Eye consult- Lagos","Awoyaya","Danzel Eye Consult, Lixcarl mall, opposite Yomade shopping plaza, Awoyaya bus stop, lekki-epe expressway","3","4","08030775593 OR 08131573780","[object Object]","[object Object]","3012,97,98"
"2116","Vineyard Hospital","","4, GBEMI OGUNDEYI STR, IDIMU LAGOS.","4","1","08036930347","[object Object]","[object Object]","3012,96,98,97"
"2117","LUXTERRA EYE CLINIC","","Suite 22, Hilltop Plaza, off Elitor Junction, Trans-Woji road, Port Harcourt.","3","4","08163899902, 08165766758","[object Object]","[object Object]","97,98,3012"
"2120","visionnex specialist clinic ltd- Mowe","","3, Omu Arogun Junction , Mowe Ofada Road, Mowe , Ogun state.","3","4","08035785306","[object Object]","[object Object]","3012,98,97"
"2121","Rightsight Specialist Eye Centre","","38, Ago Palace Way (opp Enoma bus stop) Okota; Isolo, Lagos","3","4","07065299789, 08089679412","[object Object]","[object Object]","97,98,3012"
"2123","Coscare Hospitals","","WHITE HOUSE, 41, EJIGBO ROAD, OPPOSITE ABEOKUTA STREET, IDIMU Lagos.","3","1","08037972285","[object Object]","[object Object]","3012,98,97"
"2124","Ogunmodede Memorial Hospital","","-   12 Asabi Oloyede street Ikotun Lagos","4","1","08033282483","[object Object]","[object Object]","97,96,3012,98"
"2127","Springsworth Specialist Hospital","","1, Ifedapo Avenue off Ascon Road,sowo, ibafo, Ogun state","4","1","09037391816, 09035644237","[object Object]","[object Object]","98,96,97,3012"
"2128","Scorpio Vision Clinic","","47, Olusegun Osoba road, Oke-Ilewo, Abeokuta","4","4","08107454545, 08066092056, 08133458138","[object Object]","[object Object]","3012,96,98,97"
"2130","STAR FITNESS GYM","","STAR FITNESS STUDIO  17, RUMUIBEKWE ROAD  P.H. RIVERS STATE","3","8","9030001928","[object Object]","[object Object]","97,98,3012"
"2131","BREMA HOSPITAL","","5/7 Ashaka Road Kwale Delta State","4","1","08035411541,09062910720","[object Object]","[object Object]","3012,96,97,98"
"2133","AUSPRON EYE CLINIC","","Diamond Plaza Opposite Elimgbu Primary School Obio-Akpor Rivers State","3","4","08035441000, 07035348522","[object Object]","[object Object]","98,3012,97"
"2134","Joedan Hospital Limited","3, Lagos Badagry Express Road, Orile Iganmu, Orile","3, Lagos Badagry Express Road, Orile Iganmu, Orile Bus stop, Orile Lagos.","4","1","07046287245","[object Object]","[object Object]","97,96,98,3012"
"2135","Kopul Dental","","Amuwo Odofin Maternal and Child hospital , First Avenue, by First Gate, Festac Town, Lagos","2","3","0904 436 5037","[object Object]","[object Object]","3012"
"2136","FOUNDATION MEMORIAL HOSPITAL","","No. 39 konshisha street Low level makurdi,. Benue State","4","1","09044756208, 07039672710","[object Object]","[object Object]","98,96,97,3012"
"2137","DAULA HOSPITAL","","Millilonaire Quarters, Off Kaura Namoda Road, Lebin-Lebin, P.O.Box 792, Gusau, Zamfara State, Nigeria","4","1","08036917466","[object Object]","[object Object]","3012,96,98,97"
"2138","MIMA DENTAL CLINIC","","280b Danjuma drive off peter Odili road Transamadi Portharcourt","3","3","08037089106, 08136121552, 07066801249","[object Object]","[object Object]","97,98,3012"
"2139","OASIS MEDICAL CENTRE","","#75/C3 YAKUBU GOWON WAY IGI BUILDING JOS, PLATEAU STATE.","4","1","08136804831","[object Object]","[object Object]","3012,96,97,98"
"2140","IBIDAVE DENTAL CLINIC- Katsina Road","","HH7, Fatima Plaza, Katsina Road bbby Abeokuta street, Kaduna","4","3","09030344968, 07037804220","[object Object]","[object Object]","98,96,3012,97"
"2141","SWISS VISION EYE CLINIC","","H-MEDIX, YAKUBU GOWON CRESCENT, ASOKORO ABUJA","3","4","08091144359, 08091144360","[object Object]","[object Object]","97,98,3012"
"2143","FIRST VISION EYE CLINIC","","SUITE B2, FAITH PLAZA LOKOGOMA, EXPRESS WAY, ABUJA.","3","4","08033334785, 08077664842","[object Object]","[object Object]","3012,97,98"
"2146","RAMA HOSPITAL","GUSAU","AHMADU BELLO WAY, SABON GARI, GUSAU.","4","1","08036919425","[object Object]","[object Object]","3012,96,98,97"
"2147","BLESSED TRINITY HOSPITAL","","NO. 5 CRISS PARK STREET, OPP, DE YOUNG MOTORS, SHARP  CORNER, MARARABA NASARAWA STATE.","4","1","09064167112","[object Object]","[object Object]","97,96,3012,98"
"2148","ASHMED HOSPITAL GYM","","33, Along Power Plant Road, Off Kaduna By pass, Agwa New Extension, Kudenden, Kaduna State.","4","8","07061908442, 09026892096","[object Object]","[object Object]","98,96,97,3012"
"2149","SPECVISION EYE CARE","","No 1 BOMPAI ROAD, OPPOSITE DOMINO PIZZA/AA RANO FILLING STATION,","3","4","08034639700, 07064500761, 09133438670","[object Object]","[object Object]","3012,98,97"
"2150","THELISH EYE CLINIC","","13B LAFIYA ROAD, OFF INDEPENDENCE AVENUE, KADUNA","3","4","9065100634","[object Object]","[object Object]","97,3012,98"
"2151","LIBERTY HOSPITAL","","behind ecobank, minna road, suleja.","4","1","0806164603","[object Object]","[object Object]","97,96,98,3012"
"2152","Forst Eye Clinic- Agbara","","km 32, Badagry Express Road, Mobil Filling Station, Marogbo - Agbara Bus Stop, Lagos.","3","4","08186992818, 08033435554","[object Object]","[object Object]","3012,98,97"
"2153","Forst Eye Clinic- Festac","","5th Avenue, House 1, U Close, Festac Town, Lagos","3","4","08127109644, 08033435554","[object Object]","[object Object]","97,98,3012"
"2154","Paslim Fitness centre - Spa","","Lagos country club; 2 Joel Ogunaike St GRA. IKEJA.","3","9","0909 463 1805","[object Object]","[object Object]","3012,98,97"
"2155","Magic smiles Dental and Maxillofacial Centre","Ibeju-Lekki","SUITES 24/25 RINGBACKMALL, MOBIL FILLING STATION, KM 36 LEKKI-EPE EXPRESSWAY, ORIBANWA, IBEJU-LEKKI LAGOS STATE","3","3","08059118901","[object Object]","[object Object]","97,98,3012"
"2157","Omolewa Medical centre","Ojodu-Berger","10b, Idowu Akinola crescent, Olowora, off Olufemi Ojo street, Ojodu Berger, Lagos","4","1","08086804202, 08144514289","[object Object]","[object Object]","3012,96,97,98"
"2158","Trust in God Medical Centre","","18, cele street,off Ariyo street, Mile 10, off Ojo Alaba road, Volks","4","1","08166300806","[object Object]","[object Object]","98,96,3012,97"
"2159","AVE DENTAL Clinic","","30 Ago Palace way, Esuola bus stop, Ago, Okota","3","3","08033032833, 07055606012","[object Object]","[object Object]","97,98,3012"
"2160","Vision Capital Eye hospital- Ajao Estate","","7A Asa Afariogun Ajao Estate","3","4","09053518432","[object Object]","[object Object]","3012,97,98"
"2162","Zeta Dental","","289 BORNO WAY, ALAGOMEJI-YABA, LAGOS","3","3","09014699589, 09052934850, 08028302099","[object Object]","[object Object]","98,3012,97"
"2163","Celon Dental clinic","","Suite E201-E204,Akord Shopping mall, ;Lekki-Epe expressway,, Bogije , Ibeju-Lekki","4","3","08093337105, 07041751816","[object Object]","[object Object]","97,96,98,3012"
"2164","Standard Life Care Hospital- Ijoko","","10, Akindele Street, Off Oposuru B/stop, Ijoko, Ogun State","4","1","0813516807","[object Object]","[object Object]","3012,96,97,98"
"2165","Standardcare Health Solution","","32 Khana street D/line Port Harcourt.","4","1","08036690820, 08185754027, 08037599772","[object Object]","[object Object]","98,96,3012,97"
"2166","Kasomene Faith City Hospital","","5 Shell Location road off Iwofe , Portharcourt","4","1","08037235980, 08035105552","[object Object]","[object Object]","97,96,98,3012"
"2167","Neon Health Services Limited","","Plot 132 unit A G line Ewet housing estate , Uyo","4","1","9150617554","[object Object]","[object Object]","3012,96,97,98"
"2172","First Dental Consultants","","77 Owerri road by Dayspring Bus Stop near OANDO Filling Station  off Ogui road Asata , Enugu","3","3","08033288942, 08038900399, 08059116196","[object Object]","[object Object]","98,3012,97"
"2173","MENDS SPECIALIST HOSPITAL & AVIATION MEDICAL CENTRE","","5 Abba Kyari Close, Ungwan Rimi, Behind Crystal Garden Hotel, Kaduna.","3","1","08033112061 (CMD)  08069127721 (Reception)","[object Object]","[object Object]","97,98,3012"
"2174","SHEPHERD SPECIALIST HOSPITAL","","No 25 Shuni Road Mabera Sokoto Nigeria","4","1","08065467140, 08054662111, 08174625531,","[object Object]","[object Object]","3012,97,96,98"
"2175","KOHCH EYE CLINIC","","Suite 21, Nurnberger Platz. Plot 1723, Ademola Adetokunbo crescent, Wuse 2, Abuja","3","4","09047628029","[object Object]","[object Object]","3012,97,98"
"2176","Bariel Medical Center","","Km 5, EAST-WEST EXPRESSWAY, ALETO, ELEME - PH RIVERS STATE","3","1","09087484877, 07064791568,09087484875.08033408296","[object Object]","[object Object]","98,3012,97"
"2177","ASHMED SPECIALIST HOSPITAL - SOKOTO BRANCH","","Rahamaaniyya Street, Sama road, Sokoto","4","1","07066431146","[object Object]","[object Object]","97,96,98,3012"
"2178","FAMO CLINIC","","11 Egbe Street Alesa Eleme, Rivers state","4","1","08033136898","[object Object]","[object Object]","3012,96,97,98"
"2179","Lotag Eye Clinic","","274 Event Center, 111 Airport road Portharcourt","3","4","09034769911, 07065639218","[object Object]","[object Object]","98,3012,97"
"2180","ASHMED SPECIALIST HOSPITAL - KEBBI BRANCH","","Badariya Along Mopol Barracks road, Kebbi.","4","1","08038234619, 08025418807","[object Object]","[object Object]","97,96,98,3012"
"2181","ASHMED SPECIALIST HOSPITAL - ZAMFARA BRANCH","GUSAU","Gidan Bisu, Tudun Wada low cost, Wusau, Zamfara State.","4","1","08037721437, 08063152970","[object Object]","[object Object]","3012,96,97,98"
"2183","El Shaddai Hospital","","Lasu Road, Klm 4, Iyana School B/Stop, Iba.  Lagos","4","1","08180128283, 08022243793,07060924255","[object Object]","[object Object]","98,96,3012,97"
"2185","Kolade Specialist Hospital","","1, Isola Olaotan Street off, Iyana Joju Road. Otta","4","1","09011911213, 014535215","[object Object]","[object Object]","97,96,98,3012"
"2190","Josgla Vision","Lekki-Ajah","Ikota Shopping Complex,Suite H381,Road 3,Behind Globus Supermarket, VGC Ajah Lekki,Lagos State","4","4","08056117473","[object Object]","[object Object]","3012,96,97,98"
"2191","Betta Hospital","Agege","9/11 Coker street, Orile Agege Lagos","4","1","09013248471","[object Object]","[object Object]","98,96,3012,97"
"2193","CHIRA SPECIALIST HOSPITAL","Zone 6","23 MASSENYA STREET, OFF COTONOU CRESCENT, WUSE ZONE 6, ABUJA, F.C.T.","3","1","09018546626, 09135241917","[object Object]","[object Object]","97,98,3012"
"2194","Soteria Eye clinic- Shoprite","Efurun","shop 53 Delta mall effurun Delta State","3","4","08097843124","[object Object]","[object Object]","3012,97,98"
"2195","Heritage Medicare Hospital","","Plot 3 Heritage Avenue , Ndubuisi Estate by Afam road Oyigbo, Rivers state","4","1","08061687299, 08068223046, 08035713798","[object Object]","[object Object]","3012,96,98,97"
"2196","The Ridge Dental Practice","","Matis Brass Mall; 27 Castlerock Avenue by Circle Mall Road, Jakande roundabout, Osapa, Lekki.","2","3","09060877046","[object Object]","[object Object]","3012"
"2197","Fitness Factory Ltd","","Block 114, Plot 5, Akiogun Road, Maroko Oniru, Lagos","3","8","+2348134295226","[object Object]","[object Object]","98,3012,97"
"2200","TREETOP VISION EYE CENTRE TREVEC LTD","Opposite Kia Motors","Suite 057 De Avalon Plaza, No 483 Ajose Adeogun Crescent Utako, Abuja. De-Avalon Plaza is directly opp Kia motors Utako Abuja.","3","4","0808418848","[object Object]","[object Object]","97,98,3012"
"2201","BETHEL HOSPITAL","","NO 1 MADAKI ROAD, OFF OJOGOBI ROAD, ANKPA KOGI STATE","4","1","08064790867","[object Object]","[object Object]","3012,97,96,98"
"2202","Anchor Hospital","","Km 15 Eleme junction, Port harcourt","4","1","8038698731","[object Object]","[object Object]","98,96,3012,97"
"2203","Faithdome medical centre","","No 3 Itama street opp Local government Secretariat Ekpoma Edo state","4","1","08140998420, 08030835096","[object Object]","[object Object]","97,3012,98,96"
